               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.035113,            0.018816,           0.0046954,             0.66999,             0.69855,             0.64765,             0.33726,            0.038327,            0.014883,           0.0066872,            0.006535,            0.006535,            0.006535
                  37,            0.032898,            0.017698,           0.0044813,             0.81199,             0.72282,             0.76787,             0.36832,            0.038482,            0.015217,           0.0062017,            0.006436,            0.006436,            0.006436
                  38,            0.034581,            0.019256,           0.0044447,             0.79122,             0.71818,             0.76496,             0.38243,            0.037762,            0.014628,           0.0066406,            0.006337,            0.006337,            0.006337
                  39,            0.032875,            0.017365,           0.0040362,             0.80645,             0.75429,             0.80238,             0.40382,            0.037538,            0.014288,           0.0069595,            0.006238,            0.006238,            0.006238
                  40,            0.033657,            0.018064,           0.0040749,             0.76363,             0.74912,             0.77259,             0.38224,            0.037455,             0.01462,           0.0067318,            0.006139,            0.006139,            0.006139
                  41,            0.033519,            0.018047,           0.0042494,             0.74542,             0.80919,              0.7916,             0.39712,            0.037514,            0.014429,           0.0064552,             0.00604,             0.00604,             0.00604
                  42,            0.032251,            0.017503,           0.0044668,              0.8259,             0.70094,             0.73669,             0.37877,            0.037485,            0.014969,           0.0082405,            0.005941,            0.005941,            0.005941
                  43,            0.033566,            0.018684,           0.0042619,             0.78882,             0.77597,             0.79393,             0.43566,            0.036716,            0.013895,           0.0067516,            0.005842,            0.005842,            0.005842
                  44,             0.03223,             0.01776,           0.0040494,             0.80911,             0.76265,             0.79062,             0.39551,            0.036935,            0.014014,           0.0070396,            0.005743,            0.005743,            0.005743
                  45,            0.031804,            0.017965,           0.0039366,             0.78575,             0.75744,             0.78091,              0.3988,            0.036782,            0.014403,           0.0060562,            0.005644,            0.005644,            0.005644
                  46,            0.033098,            0.017404,           0.0037982,             0.82868,             0.74989,             0.78461,             0.40033,            0.036653,            0.014075,           0.0064714,            0.005545,            0.005545,            0.005545
                  47,            0.031083,            0.017051,           0.0039207,             0.78959,             0.74358,             0.77551,             0.38318,            0.036914,            0.014776,           0.0065905,            0.005446,            0.005446,            0.005446
                  48,            0.031602,            0.017032,           0.0035354,             0.77533,             0.74588,             0.77497,             0.38894,            0.037031,            0.014483,           0.0066563,            0.005347,            0.005347,            0.005347
                  49,            0.031609,            0.017049,           0.0034536,             0.72012,             0.69116,             0.72915,             0.38694,            0.037274,            0.015058,           0.0064613,            0.005248,            0.005248,            0.005248
                  50,            0.031741,            0.018195,           0.0035511,             0.73774,             0.73725,             0.76056,             0.41171,            0.037399,            0.014572,           0.0072994,            0.005149,            0.005149,            0.005149
                  51,            0.030855,            0.016819,           0.0035298,             0.79886,             0.78199,             0.77633,             0.40869,            0.036596,            0.014585,           0.0064745,             0.00505,             0.00505,             0.00505
                  52,             0.03143,            0.016948,           0.0031675,             0.81347,             0.72665,             0.76337,             0.39313,            0.036671,            0.015097,           0.0065092,            0.004951,            0.004951,            0.004951
                  53,            0.030299,            0.016948,           0.0035928,             0.82682,              0.7338,             0.76715,             0.42094,            0.036185,            0.014918,           0.0067589,            0.004852,            0.004852,            0.004852
                  54,            0.031226,              0.0184,           0.0040279,             0.76943,             0.74504,             0.75242,             0.41856,            0.036648,            0.014864,           0.0068008,            0.004753,            0.004753,            0.004753
                  55,            0.030223,            0.016885,           0.0035024,              0.8509,              0.7068,             0.77325,             0.43124,            0.036358,            0.014691,           0.0071033,            0.004654,            0.004654,            0.004654
                  56,            0.029818,            0.015846,           0.0033867,             0.76587,              0.7345,              0.7609,             0.43721,            0.036784,            0.015047,           0.0078394,            0.004555,            0.004555,            0.004555
                  57,            0.030643,            0.016959,           0.0032046,             0.80291,             0.76235,             0.75512,             0.41471,            0.036744,            0.014801,           0.0079521,            0.004456,            0.004456,            0.004456
                  58,            0.029556,            0.016594,           0.0030878,             0.76913,             0.74237,             0.76456,             0.42133,            0.036809,            0.014967,           0.0073748,            0.004357,            0.004357,            0.004357
                  59,            0.029809,            0.016613,            0.003193,             0.80177,             0.74601,              0.7734,             0.41926,            0.036457,            0.014741,           0.0068247,            0.004258,            0.004258,            0.004258
                  60,            0.030344,            0.016458,           0.0031107,             0.75182,             0.77226,             0.76396,             0.42435,            0.036112,            0.014932,            0.007613,            0.004159,            0.004159,            0.004159
                  61,            0.028992,            0.015996,           0.0030808,             0.74596,             0.77124,             0.77907,             0.40196,            0.036844,            0.015304,           0.0068945,             0.00406,             0.00406,             0.00406
                  62,            0.030628,            0.016481,           0.0032961,             0.79355,             0.74582,             0.78402,             0.41597,            0.036716,            0.015448,           0.0074467,            0.003961,            0.003961,            0.003961
                  63,            0.028761,            0.017361,           0.0029933,             0.77197,             0.76972,             0.78805,              0.4221,             0.03606,            0.015118,            0.007489,            0.003862,            0.003862,            0.003862
                  64,            0.028489,            0.015608,           0.0026926,             0.87004,             0.70596,             0.78491,             0.42901,            0.035875,            0.014659,           0.0071573,            0.003763,            0.003763,            0.003763
                  65,             0.02938,            0.016523,           0.0026364,             0.84218,             0.73056,             0.78959,              0.4199,            0.036261,            0.014709,           0.0074965,            0.003664,            0.003664,            0.003664
                  66,            0.028257,            0.017167,           0.0030567,             0.80889,             0.74401,             0.77339,             0.42141,            0.036112,             0.01499,           0.0079556,            0.003565,            0.003565,            0.003565
                  67,            0.028653,            0.016873,           0.0026999,             0.83353,             0.74017,             0.78226,             0.39521,            0.036488,            0.014923,           0.0066782,            0.003466,            0.003466,            0.003466
