               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.031353,            0.018027,            0.003875,             0.82512,              0.7667,             0.78719,             0.42758,            0.036783,             0.01434,           0.0066442,            0.005149,            0.005149,            0.005149
                  51,            0.030588,            0.016718,           0.0036979,             0.80255,              0.7717,             0.79304,              0.4307,            0.036602,              0.0145,           0.0066681,             0.00505,             0.00505,             0.00505
                  52,            0.031248,            0.016851,           0.0030556,             0.77441,             0.77767,             0.78058,             0.39942,            0.036898,            0.014531,           0.0074535,            0.004951,            0.004951,            0.004951
                  53,            0.030321,            0.016855,           0.0035965,             0.81771,             0.75564,             0.78557,             0.43889,            0.036022,            0.014602,           0.0074192,            0.004852,            0.004852,            0.004852
                  54,            0.031047,            0.018354,           0.0038662,             0.78493,             0.72257,             0.77694,             0.43415,            0.036109,            0.014533,           0.0076904,            0.004753,            0.004753,            0.004753
                  55,            0.030624,            0.016925,           0.0033087,             0.84761,             0.76427,             0.78112,              0.4264,            0.036497,            0.014572,           0.0076649,            0.004654,            0.004654,            0.004654
                  56,            0.029876,            0.015878,           0.0037739,             0.79298,             0.76233,             0.76375,             0.40822,            0.036488,            0.015086,           0.0077831,            0.004555,            0.004555,            0.004555
                  57,            0.030204,            0.016979,           0.0030157,             0.84411,             0.74807,             0.75287,             0.38624,            0.036735,            0.014961,           0.0083599,            0.004456,            0.004456,            0.004456
                  58,            0.029573,            0.016496,           0.0032881,             0.83435,             0.77449,             0.78278,             0.42528,            0.036665,            0.015138,           0.0069859,            0.004357,            0.004357,            0.004357
                  59,            0.029547,            0.016617,           0.0031388,             0.83178,             0.77654,             0.77374,              0.4256,            0.036402,            0.015018,           0.0070217,            0.004258,            0.004258,            0.004258
                  60,            0.030206,            0.016377,           0.0030843,             0.83056,             0.76207,             0.78451,             0.41565,            0.036184,            0.015106,           0.0069071,            0.004159,            0.004159,            0.004159
                  61,            0.028839,            0.015931,            0.003081,             0.82322,             0.75999,             0.78836,             0.42402,            0.036277,             0.01518,           0.0069811,             0.00406,             0.00406,             0.00406
                  62,            0.030714,             0.01652,           0.0035103,             0.82135,             0.76737,             0.79407,             0.45035,            0.035655,             0.01512,           0.0067644,            0.003961,            0.003961,            0.003961
                  63,             0.02845,            0.017196,           0.0030701,              0.8662,             0.70502,              0.7605,             0.42772,            0.036298,            0.015531,             0.00742,            0.003862,            0.003862,            0.003862
                  64,            0.028448,            0.015753,           0.0028148,             0.84742,             0.72578,             0.79763,             0.42168,            0.035752,            0.015158,            0.007089,            0.003763,            0.003763,            0.003763
                  65,            0.029577,            0.016441,           0.0026081,             0.81851,             0.73044,             0.77955,             0.40854,            0.036255,            0.015176,           0.0077095,            0.003664,            0.003664,            0.003664
                  66,            0.028186,            0.017165,            0.002957,              0.8266,             0.70937,             0.78081,             0.42019,            0.036037,            0.015241,           0.0081017,            0.003565,            0.003565,            0.003565
                  67,            0.028255,            0.016737,           0.0029079,             0.81824,              0.7562,             0.78976,             0.41283,            0.035566,            0.015008,           0.0078598,            0.003466,            0.003466,            0.003466
                  68,            0.028374,            0.016266,           0.0028626,             0.86475,             0.69396,             0.77984,             0.41017,            0.035934,            0.015031,           0.0079979,            0.003367,            0.003367,            0.003367
                  69,            0.027993,            0.015793,           0.0027127,              0.8402,             0.72398,             0.78009,             0.42919,            0.035715,            0.014843,           0.0079781,            0.003268,            0.003268,            0.003268
                  70,            0.027591,            0.015442,           0.0029325,             0.84721,              0.7469,             0.78526,              0.4197,            0.036443,            0.015191,           0.0071423,            0.003169,            0.003169,            0.003169
                  71,            0.027638,            0.016446,           0.0024005,             0.81931,             0.76287,             0.79485,             0.43691,            0.035903,             0.01498,           0.0070616,             0.00307,             0.00307,             0.00307
                  72,            0.027652,            0.015346,           0.0028274,             0.86549,             0.73672,             0.78151,             0.43258,            0.035908,            0.015206,           0.0081184,            0.002971,            0.002971,            0.002971
                  73,            0.027825,             0.01569,           0.0025608,             0.85229,               0.728,             0.75585,             0.41268,            0.036245,            0.015593,            0.007378,            0.002872,            0.002872,            0.002872
                  74,            0.027221,            0.015123,           0.0021146,             0.82801,             0.74269,             0.76704,             0.40855,            0.035645,            0.014865,           0.0084343,            0.002773,            0.002773,            0.002773
                  75,            0.027686,            0.016534,           0.0025979,             0.85748,             0.72203,             0.77353,             0.42159,            0.035954,            0.014917,           0.0076714,            0.002674,            0.002674,            0.002674
                  76,            0.026674,            0.015705,           0.0019526,             0.81648,             0.76248,             0.77536,             0.43248,            0.036019,            0.015591,           0.0074282,            0.002575,            0.002575,            0.002575
                  77,            0.026903,            0.015953,           0.0023547,              0.8618,             0.74236,             0.78339,             0.44387,             0.03584,             0.01569,           0.0070999,            0.002476,            0.002476,            0.002476
                  78,            0.026448,             0.01502,           0.0022481,             0.85194,             0.73592,             0.79781,             0.45332,            0.035435,             0.01543,           0.0067278,            0.002377,            0.002377,            0.002377
                  79,            0.027056,            0.015439,           0.0026471,             0.84036,             0.73918,             0.78663,             0.44256,            0.035482,            0.015285,           0.0070518,            0.002278,            0.002278,            0.002278
                  80,            0.026715,            0.015043,           0.0023402,             0.82007,             0.77877,             0.79267,             0.41685,             0.03549,            0.015316,           0.0069799,            0.002179,            0.002179,            0.002179
                  81,            0.026247,            0.014947,            0.002552,             0.83874,             0.74382,             0.78325,             0.42106,            0.035791,            0.015291,           0.0071598,             0.00208,             0.00208,             0.00208
                  82,            0.026374,            0.015008,           0.0021673,             0.83689,             0.78261,             0.78447,              0.4317,            0.035668,            0.015398,           0.0072489,            0.001981,            0.001981,            0.001981
                  83,            0.025771,            0.015681,           0.0023316,             0.82866,             0.77775,             0.78849,             0.43689,            0.035517,            0.015493,           0.0068657,            0.001882,            0.001882,            0.001882
                  84,            0.025804,            0.014443,           0.0020288,             0.80929,             0.78064,             0.78249,             0.40579,            0.035963,            0.015461,           0.0069155,            0.001783,            0.001783,            0.001783
                  85,            0.025539,            0.015384,           0.0023214,             0.82353,             0.79358,             0.78182,             0.41998,            0.035573,            0.015272,           0.0071108,            0.001684,            0.001684,            0.001684
                  86,            0.025951,             0.01401,            0.002481,              0.8229,             0.77602,             0.77684,             0.41843,            0.035663,            0.015452,           0.0075706,            0.001585,            0.001585,            0.001585
                  87,            0.026344,            0.014656,           0.0022912,             0.82285,             0.77532,             0.78195,             0.44937,            0.035421,            0.015429,           0.0074203,            0.001486,            0.001486,            0.001486
